Entity Name;Trade Name;License Number;Facility Type;Address;Address Zip Code;Location;Telephone Number;Number of Spaces
132 WEST 56TH ST GARAGE CORP;;851982;Parking Garage;"156 56 STREET
NEW YORK, NY 10019";10019;40.764416521,-73.9795886209;2128887400;105
CENTRAL PARKING SYSTEM OF NEW YORK, INC.;;1202311;Parking Garage;"200 65 STREET
NEW YORK, NY 10021";10021;40.6401232832,-74.0249490642;2125022490;153
WELCOME PARKING, LIMITED LIABILITY COMPANY;;1245038;Parking Garage;"88 06 VAN WYCK EXPRESSWAY
JAMAICA, NY 11418";11418;40.6963704124,-73.8403102499;7182068022;990
PARK RIGHT CORPORATION;;927659;Parking Lot;"235 STREET
LITTLE NECK, NY 11363";11363;40.7723984183,-73.7467978874;2124599003;125
Y & H ENTERPRISES INC                   526-534 W 13;Y & H GARAGE;735702;Parking Garage;"526 134 STREET
NEW YORK, NY 10031";10031;40.8189287945,-73.9544725506;2128623502;175
IMPERIAL PARKING (U.S.), INC;;1244617;Parking Lot;"185 KING STREET
BROOKLYN, NY 11231";11231;40.6793291601,-74.0131103748;2129378660;597
QUEENSBORO PARKING CORP;;365547;Parking Lot;"50 25 BARNETT AVENUE
SUNNYSIDE, NY 11104";11104;40.7448933666,-73.9205413453;7184783222;300
315 E 70 GARAGE CORP.;;1266504;Parking Garage;"315 70 STREET
NEW YORK, NY 10021";10021;40.7671154819,-73.9584155349;2127367171;49
SUTTON PLACE GARAGE CORP;;367274;Parking Garage;"35 SUTTON PLACE
NEW YORK, NY 10022";10022;40.7584460176,-73.959890423;2129562280;38
POO PARKING CORP;;899288;Parking Garage;"1752 MORRIS AVENUE
BRONX, NY 10457";10457;40.845709074,-73.9092622814;2127536116;150
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1026203;Parking Lot;"245 93 STREET
NEW YORK, NY 10128";10128;40.7828602775,-73.9497233095;2126296602;112
GARDEN LOTS LLC;;1266254;Parking Garage;"125 31 STREET
NEW YORK, NY 10001";10001;40.7483556244,-73.9902425415;2128322066;120
C&S E-SUPERETTE, INC;;1241026;Garage - Parking Lot Combo;"9053 9057 FORT HAMILTON PARKWAY
BROOKLYN, NY 11231";11231;40.6775543118,-74.0046767044;9172085555;15
ST NICHOLAS PARKING MGMT, LLC;;1343452;Parking Garage;"673 ST NICHOLAS AVENUE
NEW YORK, NY 10030";10030;40.8229423428,-73.9453413958;2122341217;180
PARKING COMPANY OF AMERICA AIRPORTS, LLC;;1270805;Parking Lot;"149 15 130 STREET
JAMAICA, NY 11430";11430;40.6472293262,-73.7863749525;7183222221;225
CARLISLE PARKING LLC;;1181110;Parking Lot;"75 WEST STREET
NEW YORK, NY 10006";10006;40.7090930888,-74.0149487782;2126869800;38
EAST PLAZA GARAGE LLC;;1135086;Parking Garage;"479 493 1 AVENUE
NEW YORK, NY 10016";10016;40.74524297,-73.9782329859;2126869800;42
CHURCH STREET PARKING LLC.;;1126970;Parking Garage;"110 CHURCH STREET
NEW YORK, NY 10007";10007;40.7135158385,-74.009104893;2126869800;88
HESTER PARKING CORP.;;1250880;Parking Garage;"106 MOTT STREET
NEW YORK, NY 10013";10013;40.7175500222,-73.9972541544;9736228888;154
STANDARD PARKING CORPORATION;;1352234;Parking Garage;"5102 AVENUE
BROOKLYN, NY 11234";11234;40.6163686675,-73.9277322497;7182537897;3739
THE SOCIETY OF THE NEW YORK HOSPITAL;THE NY HOSPL G      PAYSON HSE;369314;Parking Garage;"426 438 EAST 71 STREET
NEW YORK, NY 10021";10021;40.7692053277,-73.9591839411;2127461969;174
3896 PARKING CORP;;1267813;Parking Garage;"3896 10 AVENUE
NEW YORK, NY 10034";10034;40.8653484272,-73.918332752;2125696508;195
N.N.I. ENTERPRISES LTD.;;959009;Parking Lot;"27 33 WEST 170 STREET
BRONX, NY 10452";10452;40.8377242634,-73.9233322114;7185370321;90
CENTRAL PARKING SYSTEM OF NEW YORK, INC.;;1313003;Garage - Parking Lot Combo;"282 11 AVENUE
NEW YORK, NY 10001";10001;40.7522946549,-74.0045237753;2125025490;162
GREENWICH STREET PARKING LLC.;;1076703;Parking Garage;"551 GREENWICH STREET
NEW YORK, NY 10014";10014;40.7277161838,-74.008795555;2126869800;91
WORLD PARKING GARAGE LLC;;1125528;Parking Garage;"1 CENTRAL PARK
NEW YORK, NY 10023";10023;40.7689860717,-73.9812313348;2125643199;88
22 EAST LLC;;1155050;Parking Garage;"329 333 EAST 22 STREET
NEW YORK, NY 10010";10010;40.7391407821,-73.9828984564;2125643199;160
CHAMPION 126 LLC;;1125593;Garage - Parking Lot Combo;"162 126 STREET
NEW YORK, NY 10035";10035;40.8047782315,-73.9363595475;2123085959;204
IMPERIAL PARKING US INC;IMPARK - SOUTHFIELD LOT;1328897;Parking Lot;"120 01 ROOSEVELT AVENUE
FLUSHING, NY 11368";11368;40.7496782204,-73.8530406886;2129378660;1790
RIVER YORK STRATFORD LLC;;1070442;Parking Garage;"1385 YORK AVENUE
NEW YORK, NY 10021";10021;40.7678619192,-73.9530106095;2126501299;150
B K PARKING GR0UP INC;;1339578;Parking Lot;"205 FORDHAM ROAD
BRONX, NY 10468";10468;40.8623012888,-73.9099207692;7187331013;59
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1302958;Parking Garage;"554 58 WEST 174 STREET
NEW YORK, NY 10033";10033;40.8562199292,-73.9458590002;2125025490;75
276 EAST 169TH ST., CORP;GINEBRA PARKING;948686;Parking Lot;"276 169 STREET
BRONX, NY 10456";10456;40.835194762,-73.9126790498;7185883402;30
SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT CORP;;1273615;Parking Lot;"541 BROOK AVENUE
BRONX, NY 10455";10455;40.8150121022,-73.9149589905;7187327692;150
MANHATTAN PARKING E. 79 ST. CORP.;;1091919;Parking Lot;"239 79 STREET
NEW YORK, NY 10021";10021;40.6289632936,-74.0305814151;2127536116;42
CONVENIENT PARKING LLC;;838371;Parking Garage;"215 95 STREET
NEW YORK, NY 10025";10025;40.7938073597,-73.9718693924;2126869800;77
FREMAN GARAGE CORP;MONTERAY GARAGE;427085;Parking Garage;"137 89 STREET
NEW YORK, NY 10024";10024;40.789202831,-73.9726428094;2127244600;150
FEDERAL REALTY LIMITED PARTNERSHIP;;945260;Parking Garage;"97 77 QUEENS BOULEVARD
REGO PARK, NY 11374";11374;40.726464917,-73.8614808476;7185754692;200
TOWNSWAY GARAGE CO.LLC;TOWNSWAY GARAGE CO;1220146;Parking Garage;"145 27 STREET
NEW YORK, NY 10016";10016;40.7418356529,-73.982395663;2126849675;48
ADVANCE PARKING LLC;;427125;Parking Garage;"249 43 STREET
NEW YORK, NY 10036";10036;40.7575197159,-73.9884079246;2126869800;225
CENTRAL PARKING SYSTEM OF NEW YORK, INC.;;1094411;Parking Garage;"312 34 STREET
NEW YORK, NY 10001";10001;40.7523439593,-73.9938932092;2125025490;250
250 E. 63RD GARAGE, CORP;;1184299;Parking Garage;"250 63 STREET
NEW YORK, NY 10021";10021;40.6411227124,-74.0235384847;2127367171;39
WEST PLAZA GARAGE LLC;;1135083;Parking Garage;"460 476 2 AVENUE
NEW YORK, NY 10016";10016;40.74524297,-73.9782329859;2126869800;96
CENTRAL PARKING SYSTEM OF NEW YORK INC;;962008;Parking Garage;"808 820 7 AVENUE
NEW YORK, NY 10019";10019;40.7676116472,-73.9918055002;2126296602;210
2000 PARKING INC.;;1311251;Parking Garage;"2000 WHITE PLAINS ROAD
BRONX, NY 10462";10462;40.8500191733,-73.8678332338;7185978232;100
344 WEST 45TH ST CORP;;429530;Parking Lot;"350 45 STREET
NEW YORK, NY 10036";10036;40.7597427256,-73.9898430499;2122658189;41
GEMA PARKING CORP;;368506;Parking Garage;"333 14 STREET
NEW YORK, NY 10003";10003;40.7316911872,-73.983362728;2124774043;44
109-23 OWNERS CORP;;1334778;Parking Garage;"109 23 71 ROAD
FOREST HILLS, NY 11375";11375;40.720707263,-73.8462842961;7182633800;25
33 ST OPERATING, LLC.;;1241305;Parking Garage;"35 33 STREET
NEW YORK, NY 10001";10001;40.748240247,-73.9860845009;2125755335;34
CALIENTE CAR PARK, LLC;;1096607;Parking Lot;"115 LEROY STREET
NEW YORK, NY 10014";10014;40.7303110094,-74.00757186;2122216111;98
CHAMPION PARKING 28 LLC;;1111971;Parking Lot;"398 PARK AVENUE
NEW YORK, NY 10016";10016;40.7432118444,-73.9843067758;2123085959;90
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1171189;Parking Garage;"56 80 GREENWICH STREET
NEW YORK, NY 10006";10006;40.7082561403,-74.0135535696;2125025490;988
KIPS BAY 27 PARKING LLC;;1283493;Parking Garage;"236 246 EAST 27 STREET
NEW YORK, NY 10016";10016;40.74524297,-73.9782329859;2126869800;65
TRACHTMAN, WILLIAM;;366601;Parking Lot;"152 INDIA STREET
BROOKLYN, NY 11222";11222;40.7323686852,-73.9538981188;7184499472;20
BROOK PARKING GARAGE INC;;1151777;Parking Lot;"418 167 STREET
BRONX, NY 10456";10456;40.8304436736,-73.909719419;7185888328;64
CENTRAL PARKING SYSTEM OF NEW YORK, INC.;;1226482;Parking Garage;"9 31 STREET
NEW YORK, NY 10001";10001;40.7468447634,-73.986672233;2125025490;101
ICE HOUSE PARKING CORP;;1184264;Parking Garage;"27 MOORE STREET
NEW YORK, NY 10013";10013;40.7198802542,-74.0075011781;2129299404;76
CENTRAL PARKING SYSTEM OF NEW YORK, INC.;;1231053;Parking Lot;"308 310 WEST 31 STREET
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;2125025490;27
1330 SIXTH PARKING LLC;;1127867;Parking Garage;"57 59 WEST 53 STREET
NEW YORK, NY 10019";10019;40.7676116472,-73.9918055002;2126869800;225
HEIGHTS MANAGEMENT 99 LLC.;;1318556;Parking Lot;"1559 LEXINGTON AVENUE
NEW YORK, NY 10029";10029;40.7881056581,-73.9492784231;7187882109;80
245 EAST 40TH ST. PARKING LLC;;1001573;Parking Garage;"747 59 2 AVENUE
NEW YORK, NY 10017";10017;40.7524565274,-73.9729764809;2126869800;130
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1004075;Parking Garage;"115 87 STREET
NEW YORK, NY 10128";10128;40.7801898692,-73.9551058436;2122895040;198
785 GARAGE, CORP;;1191060;Parking Garage;"785 5TH AVENUE
NEW YORK, NY 10022";10022;40.7647232853,-73.9726787823;2127367171;17
SWEET MARY PARKING, CORP.;;1209226;Parking Lot;"296 GRAND
BRONX, NY 10451";10451;40.8206964071,-73.923841368;7184012878;58
LTG PARKING CORP;;901085;Parking Garage;"205 END AVENUE
NEW YORK, NY 10023";10023;40.7745361382,-73.9799433561;2129999999;320
TAURUS MANAGEMENT CORP;TAURUS PARKING  GARAGE;883259;Parking Garage;"906 UNION STREET
BROOKLYN, NY 11215";11215;40.6730410192,-73.9718836146;7188661000;70
1050 GARAGE CORP;;469779;Parking Garage;"1050 5 AVENUE
NEW YORK, NY 10028";10028;40.7818014107,-73.9602051857;2129562280;49
G & M PARKING GARAGE CORP.;;1264918;Parking Lot;"1100 FRANKLIN AVENUE
BRONX, NY 10456";10456;40.8279791028,-73.906091991;7184839458;36
WYCKOFF PARKING INC;;942362;Parking Lot;"343 HIMROD STREET
BROOKLYN, NY 11237";11237;40.7025784452,-73.9174557961;7189516281;50
1020 PARKING LLC;;1148651;Parking Garage;"1020 GRAND
BRONX, NY 10451";10451;40.8206964071,-73.923841368;2124903460;292
AMPCO SYSTEM PARKING;;1288781;Parking Garage;"13 54 STREET
NEW YORK, NY 10022";10022;40.7607640271,-73.974646716;2166216600;225
BRIDGE VIEW AUTO SERVICE CENTER INC;BRIDGE VIEW AUTO SERVICE CENTER INC;954225;Parking Lot;"26 FORSYTH STREET
NEW YORK, NY 10002";10002;40.7154701039,-73.9943195783;2122266465;42
LOUIS PROVENZANO INC;;427264;Parking Garage;"24 LEONARD STREET
NEW YORK, NY 10013";10013;40.7185071262,-74.0076084499;2127766836;217
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1034873;Parking Garage;"1621 23 YORK AVENUE
NEW YORK, NY 10028";10028;40.7763449788,-73.9529666796;2124527815;126
69 WARREN STREET PARKING CORP;;427285;Parking Lot;"67 WARREN STREET
NEW YORK, NY 10007";10007;40.7148712568,-74.0095748339;2122335688;50
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1125503;Parking Garage;"200 206 EAST 80 STREET
NEW YORK, NY 10021";10021;40.7692053277,-73.9591839411;2126296602;67
WEST 31ST GARAGE CORP;;1146930;Parking Garage;"371 7 AVENUE
NEW YORK, NY 10001";10001;40.7489042108,-73.9921491042;2127367171;94
BAMFORD REALTY LLC;;1070778;Parking Garage;"333 56 STREET
NEW YORK, NY 10022";10022;40.7580233362,-73.9643510603;2123558030;150
FIFTH AVENUE CAR PARK, LLC;;1305583;Parking Garage;"1330 5 AVENUE
NEW YORK, NY 10026";10026;40.7976924309,-73.948621918;2129966363;46
80 JOHN GARAGE CORP;;1208122;Parking Garage;"80 JOHN STREET
NEW YORK, NY 10038";10038;40.7083088144,-74.0066371821;2127367171;29
QUEENS OFFICE TOWER LTD PARTNERSHIP;;945081;Parking Garage;"95 25 QUEENS BOULEVARD
REGO PARK, NY 11374";11374;40.726464917,-73.8614808476;7188309344;475
R V P GAS CORPORATION;;1322133;Parking Lot;"1379 HALSEY STREET
BROOKLYN, NY 11237";11237;40.6953144371,-73.9058482714;7183811089;25
EXPERT SERVICE STATION INC.;;1331210;Parking Lot;"1866 WESTCHESTER AVENUE
BRONX, NY 10472";10472;40.8327168595,-73.8634081825;7188225949;15
MARAND REALTY COMPANY LLC;;944416;Parking Lot;"6698 BURNSIDE AVENUE
BRONX, NY 10453";10453;40.8527868383,-73.9134267843;7185201240;11
CARPARK 39TH STREET LLC;;1331441;Parking Garage;"80 PARK AVENUE
NEW YORK, NY 10016";10016;40.7501084082,-73.9792868978;2128661000;91
AVANTI REALTY CORP;;819194;Parking Lot;"4241 WEBSTER AVENUE
BRONX, NY 10470";10470;40.8970871267,-73.8627526214;7183255770;56
PARK-SERV LLC;;367816;Parking Garage;"140 166 WEST 53 STREET
NEW YORK, NY 10019";10019;40.7676116472,-73.9918055002;2126869800;260
12 GARAGE CORP;;469515;Parking Garage;"12 BEEKMAN PLACE
NEW YORK, NY 10022";10022;40.7531490108,-73.9649266264;2127550717;38
CAPITAL CAR PARK LLC;;1243101;Parking Garage;"1420 YORK AVENUE
NEW YORK, NY 10021";10021;40.7691839226,-73.9520573281;2122216111;28
BRIAR HILL REALTY LLC;;1071284;Parking Lot;"630 246 STREET
BRONX, NY 10471";10471;40.8923043999,-73.9113135219;7185489428;54
CENTRAL PARKING OF NEW YORK, INC.;;1309572;Parking Lot;"4070 BROADWAY
NEW YORK, NY 10032";10032;40.8436477866,-73.9390980977;2125025490;9
EAST 85TH REALTY LLC;;1070437;Parking Garage;"500 85 STREET
NEW YORK, NY 10028";10028;40.7752003027,-73.9475714206;2126509178;77
LARDON 1330, LLC;;1195622;Parking Lot;"53 BOERUM PLACE
BROOKLYN, NY 11201";11201;40.6899418526,-73.9898750989;2124903460;80
CENTRAL PARKING SYSTEM OF NEW YORK, INC.;;1290976;Parking Garage;"22 1 STREET
NEW YORK, NY 10003";10003;40.7244765012,-73.9911929742;2125025490;50
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1105006;Parking Lot;"41 61 KISSENA BOULEVARD
QUEENS, NY 11355";11355;40.7512997969,-73.8214785479;2126296602;808
RIVERBAY CORPORATION;;695803;Parking Garage;"99 EINSTEIN LOOP
BRONX, NY 10475";10475;40.8656343371,-73.8234095096;7183203326;1311
CLAVER PLACE PARKING CORP.;;1159260;Parking Garage;"12 CLAVER PLACE
BROOKLYN, NY 11238";11238;40.682795607,-73.9576467472;7188570822;50
EAST 46TH REALTY LLC;;1070435;Parking Garage;"320 46 STREET
NEW YORK, NY 10017";10017;40.7521231509,-73.9698333424;2125999495;49
STANDARD PARKING CORPORATION;;1273988;Parking Garage;"60 END AVENUE
NEW YORK, NY 10028";10028;40.5635327374,-74.1787782859;2129163480;120
231 EAST 94 STREET PARKING LLC;;1192245;Parking Garage;"231 94TH STREET
NEW YORK, NY 10128";10128;40.7833212649,-73.9489456739;2128887400;390
5089 BROADWAY AUTO SALES, INC.;;1159860;Parking Lot;"5089 BROADWAY
NEW YORK, NY 10034";10034;40.8710107742,-73.9145073677;2125671237;16
DESOTO PARKING LLC;;1201084;Parking Lot;"211 29 STREET
NEW YORK, NY 10001";10001;40.7480333186,-73.9932672871;2127143571;50
34 STREET PARKING CORP;;976181;Parking Lot;"435 10 AVENUE
NEW YORK, NY 10001";10001;40.7550915464,-73.9987861008;2127367171;99
STANDARD PARKING CORPORATION;;1347469;Parking Garage;"200 79 STREET
NEW YORK, NY 10024";10024;40.7831544752,-73.9783902579;2129163491;95
IMPERIAL PARKING (U.S.), INC.;;1238787;Parking Garage;"187 PACIFIC STREET
BROOKLYN, NY 11201";11201;40.6891957568,-73.9931605595;2129378660;130
TPEC CORP.;;1110463;Parking Lot;"150 79 183 STREET
JAMAICA, NY 11434";11434;40.6769452621,-73.7753069017;7187070335;108
375 HUD PARKING LLC;;1010916;Parking Garage;"375 HUDSON STREET
NEW YORK, NY 10014";10014;40.7284341989,-74.0071631495;2126869800;100
56TH REALTY LLC;;1081571;Parking Garage;"300 56 STREET
NEW YORK, NY 10022";10022;40.7585917506,-73.965765747;2123088107;300
KINNEY PARKING SYSTEM, INC;CENTRAL PARKING SYSTEM;1196465;Parking Garage;"73 79 WEST 92 STREET
NEW YORK, NY 10025";10025;40.7968501276,-73.9637258106;2125025490;88
CIRCLE LINE SIGHT SEEING YACHTS;;429629;Parking Lot;"0 12 AVENUE
NEW YORK, NY 10036";10036;40.7625154497,-74.0003329347;2126368810;290
ENTERPRISE GARAGE CORP;;1000450;Parking Garage;"315 40 STREET
NEW YORK, NY 10016";10016;40.748287722,-73.9724805496;2127367171;334
310 LEX PARKING MGMT LLC.;;1246823;Parking Garage;"310 LEXINGTON AVENUE
NEW YORK, NY 10016";10016;40.7488361364,-73.9779646276;2126869800;26
KINNEY PARKING SYSTEM INC.;CENTRAL PARKING SYSTEM;1226477;Parking Garage;"163 27 ARCHER AVENUE
JAMAICA, NY 11433";11433;40.6981048817,-73.7875740339;7186589619;730
WINTON REALTY CO INC;;369548;Parking Lot;"310 48 STREET
NEW YORK, NY 10036";10036;40.7611478445,-73.9873526307;2122658185;12
CLASSIC PARKING LLC;;368909;Parking Garage;"866 UNITED NATIONS PLAZA
NEW YORK, NY 10017";10017;40.7526813633,-73.9667702365;2126869800;175
STANDARD PARKING CORP;;1178854;Parking Garage;"200 PARK AVENUE
NEW YORK, NY 10017";10017;40.7539987061,-73.9770586262;2125990184;315
14TH AND 8TH AVENUE LLC;;953178;Parking Garage;"85 8 AVENUE
NEW YORK, NY 10011";10011;40.7402797126,-74.0021315787;2126869800;47
37 EAST, LLC;;1228910;Garage - Parking Lot Combo;"415 37 STREET
NEW YORK, NY 10016";10016;40.745441821,-73.9715636229;2125643199;60
MEMORIAL SLOAN KETTERING CANCER;;368585;Parking Lot;"430 67 STREET
NEW YORK, NY 10065";10065;40.764288561,-73.9576227892;2125397711;176
W. 26 ST. PARKING CORP.;;892932;Parking Lot;"279 283 10 AVENUE
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;2126432062;160
344 W 45TH ST CORP;;699505;Parking Lot;"344 45 STREET
NEW YORK, NY 10036";10036;40.7596738103,-73.9896788919;2122658189;40
STANDARD PARKING CORPORATION;;1290056;Parking Lot;"90 02 168 STREET
JAMAICA, NY 11432";11432;40.7131153545,-73.7928209998;2129163480;291
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1302959;Parking Garage;"284 286 AUDUBON AVENUE
NEW YORK, NY 10033";10033;40.8562199292,-73.9458590002;2125025490;138
POULOS, THEODORE;TEDDY'S PARKING SYSTEMS;365142;Parking Lot;"71 77 BOND STREET
BKLYN, NY 11217";11217;40.6823121013,-73.9795671886;7187457466;40
S S J T CORP;;888851;Parking Garage;"470 OCEAN AVENUE
BROOKLYN, NY 11226";11226;40.6513804881,-73.961292647;7182820778;48
LAN TIAN GARAGE, INC;;1129975;Parking Lot;"85 89 HENRY STREET
NEW YORK, NY 10002";10002;40.7161214679,-73.9858314702;2123859600;50
CHAPLAND PARKING LLC;;1251181;Parking Garage;"111 82 STREET
NEW YORK, NY 10028";10028;40.7774004295,-73.9585674134;2122889645;143
169TH STREET PARKING LOT, INC;;1279742;Parking Lot;"232 169 STREET
BRONX, NY 10456";10456;40.8357988124,-73.9143850833;9173372172;34
200 CPS GARAGE PARTNERS LLC;;1312902;Parking Garage;"200 59 STREET
NEW YORK, NY 10019";10019;40.7668711636,-73.9791188765;2122651078;198
249 PARKING CORP;;427868;Parking Garage;"249 10 AVENUE
NEW YORK, NY 10001";10001;40.7488142786,-74.0033726431;2126432062;120
EFFECTIVE PARKING LLC;;368157;Parking Garage;"435 57 STREET
NEW YORK, NY 10019";10019;40.7685723836,-73.9872477991;2126869800;55
THE CARNEGIE GARAGE LTD;;816759;Parking Garage;"1675 3 AVENUE
NEW YORK, NY 10128";10128;40.7837723077,-73.9503310487;2127367171;90
WENNER ASSOCIATES INC;;1004796;Parking Lot;"13423 BORDEN AVENUE
LONG ISLND CITY, NY 11101";11101;40.737826819,-73.9349838991;7187840825;140
KINNEY SYSTEM INC;;469824;Parking Garage;"211 53 STREET
MANHATTAN, NY 10022";10022;40.7575968652,-73.9690877954;2128894444;90
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1107285;Parking Garage;"154 53 STREET
NEW YORK, NY 10022";10022;40.7579783701,-73.9700797416;2126296602;149
EAST 102ND ST REALTY LLC;;1182251;Parking Garage;"333 102 STREET
NEW YORK, NY 10029";10029;40.7877532991,-73.9435045862;2125358670;155
73RD STREET PARKING CORP.;;1323180;Parking Garage;"1257 1265 3 AVENUE
NEW YORK, NY 10021";10021;40.7692053277,-73.9591839411;2127367171;65
CENTRAL PARKING SYSTEM OF NEW YORK INC;;963093;Parking Garage;"798 804 UNION STREET
BROOKLYN, NY 11215";11215;40.6655572514,-73.9796815356;2126296602;165
HOLY, MIRA M;;891228;Parking Garage;"848 LORIMER STREET
BROOKLYN, NY 11222";11222;40.7221381006,-73.9508367638;7183896510;25
QUICK PARK WEST 22ND ST MANAGEMENT LLC;;1334095;Parking Garage;"133 22 STREET
NEW YORK, NY 10011";10011;40.7427528481,-73.9945233143;2128322066;137
BUDHU, GANESH;G B PARKING;1003796;Parking Lot;"148 15 89 AVENUE
JAMAICA, NY 11435";11435;40.7011926491,-73.8097966558;7182914555;78
59 AND 5TH PARKING, LLC;;1187112;Parking Garage;"767 5 AVENUE
NEW YORK, NY 10022";10022;40.763883538,-73.9732659969;2126869800;136
TPEC, CORP;;1235835;Parking Garage;"35 15 FARRINGTON STREET
FLUSHING, NY 11354";11354;40.7686202206,-73.8271902807;2125640001;62
WHITEHALL TENANTS CORP.;;1285331;Parking Garage;"3333 HENRY HUDSON PARKWAY
BRONX, NY 10463";10463;40.8856272868,-73.9136846123;7187963383;403
RUFRANO, ANNA;A RUFRANO PARKING LOT;699282;Parking Lot;"540 542 GRAHAM AVENUE
BROOKLYN, NY 11222";11222;40.7282531218,-73.9471597832;7184752273;14
POO PARKING CORP;;899470;Garage - Parking Lot Combo;"1650 SELWYN AVENUE
BRONX, NY 10457";10457;40.8431721964,-73.9103947176;7187536116;64
SHERIDAN GARAGE CORPORATION;;1075136;Parking Garage;"1040 52 FREEMAN STREET
BRONX, NY 10459";10459;40.8255262162,-73.8931310678;7183787688;96
ENTERPRISE 30TH ST PARKING LLC;;1082418;Parking Lot;"506 530 WEST 30 STREET
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;2127442277;113
304060 PARKING LLC;;1234291;Parking Garage;"30 9 STREET
NEW YORK, NY 10003";10003;40.7320261852,-73.9940297524;2126869800;94
CHAMPION PARKING 75 LLC;;1122008;Parking Garage;"370 76TH ST
NEW YORK, NY 10021";10021;40.7706603819,-73.9548314668;2123085959;104
9 WEST 35TH STREET LLC;MEYERS PARKING;1180979;Parking Lot;"39343 35 STREET
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;2125025490;225
STANDARD PARKING CORPORATION;;1236246;Parking Lot;"75 RICHMOND TERRACE
STATEN ISLAND, NY 10301";10301;40.6445264116,-74.0767979137;7184206719;1050
39TH AND EIGHTH PARKING LLC;;1232459;Parking Garage;"310 312 WEST 39 STREET
NEW YORK, NY 10018";10018;40.7568407746,-73.9966914998;2126869800;171
